record_id,canonical_id,row_index,subject_qid,relation_id,update_date,split,grouping_key,seed,split_version,is_ptc__qwen-2.5-1.5b,knowledge_absent__qwen-2.5-1.5b,is_ptc__qwen-2.5-7b,knowledge_absent__qwen-2.5-7b,is_ptc__mistral-7b-v0.3,knowledge_absent__mistral-7b-v0.3,is_ptc__llama-3.1-8b,knowledge_absent__llama-3.1-8b
P286:Q48945:Q6317551->Q223176@2017-09-04,P286:Q48945:Q6317551->Q223176,5038,Q48945,P286,2017-09-04,train,Q48945,20260712,v1,0,0,0,0,0,0,0,0
P286:Q48945:Q223176->Q5245988@2018-04-03,P286:Q48945:Q223176->Q5245988,5039,Q48945,P286,2018-04-03,train,Q48945,20260712,v1,0,1,0,1,0,0,0,0
P286:Q48945:Q5245988->Q970613@2018-10-01,P286:Q48945:Q5245988->Q970613,5040,Q48945,P286,2018-10-01,train,Q48945,20260712,v1,0,0,0,0,0,0,0,0
P286:Q48945:Q970613->Q6270432@2021-02-10,P286:Q48945:Q970613->Q6270432,5041,Q48945,P286,2021-02-10,train,Q48945,20260712,v1,0,1,0,1,1,0,1,0
P286:Q845043:Q3862936->Q1317738@2018-12-19,P286:Q845043:Q3862936->Q1317738,5042,Q845043,P286,2018-12-19,train,Q845043,20260712,v1,0,1,0,1,0,0,0,0
P286:Q8639:Q230529->Q556688@2019-06-14,P286:Q8639:Q230529->Q556688,5043,Q8639,P286,2019-06-14,train,Q8639,20260712,v1,0,1,0,0,0,0,0,0
P286:Q8639:Q556688->Q396154@2021-06-07,P286:Q8639:Q556688->Q396154,5044,Q8639,P286,2021-06-07,train,Q8639,20260712,v1,0,0,0,0,1,0,0,0
P286:Q8639:Q276544->Q1615609@2022-06-14,P286:Q8639:Q276544->Q1615609,5045,Q8639,P286,2022-06-14,train,Q8639,20260712,v1,0,0,0,0,0,0,0,0
P286:Q8639:Q3846591->Q1317738@2023-07-01,P286:Q8639:Q3846591->Q1317738,5046,Q8639,P286,2023-07-01,train,Q8639,20260712,v1,0,1,0,1,0,0,0,0
P286:Q18716:Q331904->Q5336135@2021-11-08,P286:Q18716:Q331904->Q5336135,5047,Q18716,P286,2021-11-08,calibration,Q18716,20260712,v1,0,0,0,0,0,0,1,0
P286:Q191142:Q327661->Q1460865@2021-02-12,P286:Q191142:Q327661->Q1460865,5048,Q191142,P286,2021-02-12,train,Q191142,20260712,v1,0,1,0,1,0,0,0,0
P286:Q191142:Q1460865->Q1334302@2021-12-03,P286:Q191142:Q1460865->Q1334302,5049,Q191142,P286,2021-12-03,train,Q191142,20260712,v1,0,1,0,1,0,0,0,0
P286:Q19498:Q1340803->Q334541@2020-11-13,P286:Q19498:Q1340803->Q334541,5050,Q19498,P286,2020-11-13,train,Q19498,20260712,v1,1,0,0,0,0,0,1,0
P286:Q19498:Q725692->Q301390@2023-07-04,P286:Q19498:Q725692->Q301390,5051,Q19498,P286,2023-07-04,train,Q19498,20260712,v1,0,1,0,1,0,1,0,1
P286:Q223262:Q7313817->Q327929@2019-02-21,P286:Q223262:Q7313817->Q327929,5052,Q223262,P286,2019-02-21,test,Q223262,20260712,v1,0,1,0,0,0,0,0,0
P286:Q223262:Q327929->Q443937@2020-01-02,P286:Q223262:Q327929->Q443937,5053,Q223262,P286,2020-01-02,test,Q223262,20260712,v1,0,1,0,0,0,0,0,0
P286:Q223262:Q443937->Q110188688@2021-11-22,P286:Q223262:Q443937->Q110188688,5054,Q223262,P286,2021-11-22,test,Q223262,20260712,v1,0,1,0,1,0,1,0,0
P286:Q24904:Q360491->Q1962035@2020-07-01,P286:Q24904:Q360491->Q1962035,5055,Q24904,P286,2020-07-01,train,Q24904,20260712,v1,0,0,0,1,0,0,0,0
P286:Q255296:Q1294678->Q361244@2019-12-24,P286:Q255296:Q1294678->Q361244,5056,Q255296,P286,2019-12-24,test,Q255296,20260712,v1,0,1,0,1,0,0,0,0
P286:Q370206:Q1560347->Q934797@2022-02-11,P286:Q370206:Q1560347->Q934797,5057,Q370206,P286,2022-02-11,train,Q370206,20260712,v1,0,0,0,0,0,0,0,0
P286:Q509170:Q605304->Q670062@2021-07-01,P286:Q509170:Q605304->Q670062,5058,Q509170,P286,2021-07-01,validation,Q509170,20260712,v1,0,1,0,1,0,0,0,1
P286:Q235411:Q370901->Q444341@2019-09-13,P286:Q235411:Q370901->Q444341,5059,Q235411,P286,2019-09-13,train,Q235411,20260712,v1,0,1,0,0,0,0,0,0
P286:Q235411:Q444341->Q2707459@2021-10-28,P286:Q235411:Q444341->Q2707459,5060,Q235411,P286,2021-10-28,train,Q235411,20260712,v1,0,0,0,0,0,0,0,0
P286:Q584629:Q980301->Q110275782@2023-06-01,P286:Q584629:Q980301->Q110275782,5061,Q584629,P286,2023-06-01,train,Q584629,20260712,v1,0,1,0,1,0,1,0,1
P286:Q172803:Q220538->Q5212584@2021-03-18,P286:Q172803:Q220538->Q5212584,5062,Q172803,P286,2021-03-18,train,Q172803,20260712,v1,0,1,0,0,0,0,0,0
P286:Q172803:Q5212584->Q18810070@2021-12-02,P286:Q172803:Q5212584->Q18810070,5063,Q172803,P286,2021-12-02,train,Q172803,20260712,v1,0,0,0,0,0,0,0,0
P286:Q172803:Q4771101->Q434432@2023-04-06,P286:Q172803:Q4771101->Q434432,5064,Q172803,P286,2023-04-06,train,Q172803,20260712,v1,0,0,0,0,1,0,0,0
P286:Q5547005:Q271933->Q5334688@2023-03-20,P286:Q5547005:Q271933->Q5334688,5065,Q5547005,P286,2023-03-20,calibration,Q5547005,20260712,v1,0,0,0,0,0,0,0,0
P286:Q1124841:Q336498->Q2503365@2020-11-11,P286:Q1124841:Q336498->Q2503365,5066,Q1124841,P286,2020-11-11,train,Q1124841,20260712,v1,0,0,0,0,0,0,0,0
P286:Q1124841:Q2503365->Q2464577@2022-04-11,P286:Q1124841:Q2503365->Q2464577,5067,Q1124841,P286,2022-04-11,train,Q1124841,20260712,v1,0,1,0,1,0,0,0,0
P286:Q18661:Q334541->Q296635@2019-07-01,P286:Q18661:Q334541->Q296635,5068,Q18661,P286,2019-07-01,calibration,Q18661,20260712,v1,0,0,0,0,0,0,1,0
P286:Q18661:Q296635->Q948505@2020-07-01,P286:Q18661:Q296635->Q948505,5069,Q18661,P286,2020-07-01,calibration,Q18661,20260712,v1,0,0,0,0,0,0,0,0
P286:Q18661:Q948505->Q5108471@2021-11-07,P286:Q18661:Q948505->Q5108471,5070,Q18661,P286,2021-11-07,calibration,Q18661,20260712,v1,0,0,0,0,1,0,1,0
P286:Q18661:Q5108471->Q6524134@2022-10-04,P286:Q18661:Q5108471->Q6524134,5071,Q18661,P286,2022-10-04,calibration,Q18661,20260712,v1,0,1,0,1,0,0,0,1
P286:Q192641:Q26532->Q269404@2023-04-18,P286:Q192641:Q26532->Q269404,5072,Q192641,P286,2023-04-18,train,Q192641,20260712,v1,0,0,0,0,0,0,0,0
P286:Q19626:Q339505->Q984409@2020-11-27,P286:Q19626:Q339505->Q984409,5073,Q19626,P286,2020-11-27,calibration,Q19626,20260712,v1,0,0,0,0,1,0,0,0
P286:Q19626:Q984409->Q158945@2023-07-01,P286:Q19626:Q984409->Q158945,5074,Q19626,P286,2023-07-01,calibration,Q19626,20260712,v1,0,1,0,1,0,1,0,1
P286:Q19626:Q158945->Q7151437@2024-01-24,P286:Q19626:Q158945->Q7151437,5075,Q19626,P286,2024-01-24,calibration,Q19626,20260712,v1,0,0,0,0,0,0,0,0
P286:Q55613461:Q1689411->Q331918@2019-11-08,P286:Q55613461:Q1689411->Q331918,5076,Q55613461,P286,2019-11-08,train,Q55613461,20260712,v1,0,1,0,1,0,0,0,0
P286:Q55613461:Q104815258->Q7298013@2022-06-25,P286:Q55613461:Q104815258->Q7298013,5077,Q55613461,P286,2022-06-25,train,Q55613461,20260712,v1,0,1,0,1,0,1,0,1
P286:Q55613461:Q1341224->Q7090174@2023-06-26,P286:Q55613461:Q1341224->Q7090174,5078,Q55613461,P286,2023-06-26,train,Q55613461,20260712,v1,0,1,0,1,0,0,0,0
P286:Q5794:Q6757714->Q465623@2019-12-05,P286:Q5794:Q6757714->Q465623,5079,Q5794,P286,2019-12-05,train,Q5794,20260712,v1,0,1,0,0,0,0,1,0
P286:Q5794:Q174614->Q144048@2021-06-30,P286:Q5794:Q174614->Q144048,5080,Q5794,P286,2021-06-30,train,Q5794,20260712,v1,0,0,0,0,1,0,1,0
P286:Q5794:Q144048->Q41533@2022-01-31,P286:Q5794:Q144048->Q41533,5081,Q5794,P286,2022-01-31,train,Q5794,20260712,v1,0,0,1,0,0,0,0,0
P286:Q5794:Q41533->Q10599@2023-01-30,P286:Q5794:Q41533->Q10599,5082,Q5794,P286,2023-01-30,train,Q5794,20260712,v1,1,0,0,0,0,0,1,0
P286:Q105844:Q535093->Q113305@2018-12-10,P286:Q105844:Q535093->Q113305,5083,Q105844,P286,2018-12-10,train,Q105844,20260712,v1,0,1,0,0,0,0,0,0
P286:Q105844:Q113305->Q1443598@2021-03-02,P286:Q105844:Q113305->Q1443598,5084,Q105844,P286,2021-03-02,train,Q105844,20260712,v1,0,1,0,1,1,0,0,0
P286:Q113143:Q115973->Q2256514@2021-11-05,P286:Q113143:Q115973->Q2256514,5085,Q113143,P286,2021-11-05,train,Q113143,20260712,v1,0,1,0,1,0,0,0,0
P286:Q113143:Q312170->Q2256514@2023-07-04,P286:Q113143:Q312170->Q2256514,5086,Q113143,P286,2023-07-04,train,Q113143,20260712,v1,0,1,0,1,0,0,0,0
P286:Q124007617:Q6041175->Q32592613@2020-07-17,P286:Q124007617:Q6041175->Q32592613,5087,Q124007617,P286,2020-07-17,train,Q124007617,20260712,v1,0,1,0,1,0,0,0,0
P286:Q479351:Q107076->Q463936@2017-12-12,P286:Q479351:Q107076->Q463936,5088,Q479351,P286,2017-12-12,train,Q479351,20260712,v1,0,1,0,1,0,0,1,0
P286:Q479351:Q463936->Q470558@2019-02-24,P286:Q479351:Q463936->Q470558,5089,Q479351,P286,2019-02-24,train,Q479351,20260712,v1,0,1,0,1,0,0,0,0
P286:Q11945:Q366816->Q560712@2019-07-01,P286:Q11945:Q366816->Q560712,5090,Q11945,P286,2019-07-01,train,Q11945,20260712,v1,0,0,0,0,0,0,0,0
P286:Q11945:Q705601->Q3823451@2020-07-01,P286:Q11945:Q705601->Q3823451,5091,Q11945,P286,2020-07-01,train,Q11945,20260712,v1,0,0,0,0,0,0,0,0
P286:Q11945:Q3823451->Q2637295@2021-07-09,P286:Q11945:Q3823451->Q2637295,5092,Q11945,P286,2021-07-09,train,Q11945,20260712,v1,0,0,0,0,0,0,0,0
P286:Q154408:Q366559->Q548038@2018-11-30,P286:Q154408:Q366559->Q548038,5093,Q154408,P286,2018-11-30,test,Q154408,20260712,v1,0,0,0,0,0,0,0,0
P286:Q170040:Q368902->Q312940@2019-06-01,P286:Q170040:Q368902->Q312940,5094,Q170040,P286,2019-06-01,train,Q170040,20260712,v1,0,1,0,1,0,0,0,0
P286:Q170040:Q312940->Q457624@2019-12-01,P286:Q170040:Q312940->Q457624,5095,Q170040,P286,2019-12-01,train,Q170040,20260712,v1,0,0,0,0,0,0,0,0
P286:Q170040:Q457624->Q18218126@2022-11-15,P286:Q170040:Q457624->Q18218126,5096,Q170040,P286,2022-11-15,train,Q170040,20260712,v1,0,1,0,1,0,1,0,1
P286:Q75684:Q318415->Q447031@2019-07-03,P286:Q75684:Q318415->Q447031,5097,Q75684,P286,2019-07-03,calibration,Q75684,20260712,v1,0,1,0,0,0,0,0,0
P286:Q75684:Q1042799->Q4801622@2022-07-01,P286:Q75684:Q1042799->Q4801622,5098,Q75684,P286,2022-07-01,calibration,Q75684,20260712,v1,0,1,0,0,0,0,0,0
P286:Q75684:Q4801622->Q3452983@2024-04-03,P286:Q75684:Q4801622->Q3452983,5099,Q75684,P286,2024-04-03,calibration,Q75684,20260712,v1,0,0,0,0,0,0,0,0
P286:Q19500:Q372372->Q56434101@2021-07-01,P286:Q19500:Q372372->Q56434101,5100,Q19500,P286,2021-07-01,test,Q19500,20260712,v1,0,1,0,0,1,0,1,0
P286:Q19500:Q56434101->Q7612354@2022-10-03,P286:Q19500:Q56434101->Q7612354,5101,Q19500,P286,2022-10-03,test,Q19500,20260712,v1,0,1,0,0,0,0,0,0
P286:Q19500:Q115119->Q731946@2023-08-09,P286:Q19500:Q115119->Q731946,5102,Q19500,P286,2023-08-09,test,Q19500,20260712,v1,0,0,0,0,0,0,0,0
P286:Q240783:Q2081290->Q343093@2019-06-06,P286:Q240783:Q2081290->Q343093,5103,Q240783,P286,2019-06-06,validation,Q240783,20260712,v1,0,1,0,1,0,0,0,0
P286:Q240783:Q343093->Q437993@2022-03-07,P286:Q240783:Q343093->Q437993,5104,Q240783,P286,2022-03-07,validation,Q240783,20260712,v1,0,1,0,1,0,0,0,1
P286:Q5424871:Q342375->Q1336950@2020-07-01,P286:Q5424871:Q342375->Q1336950,5105,Q5424871,P286,2020-07-01,test,Q5424871,20260712,v1,0,1,0,1,0,0,0,0
P286:Q5424871:Q1336950->Q646652@2022-06-01,P286:Q5424871:Q1336950->Q646652,5106,Q5424871,P286,2022-06-01,test,Q5424871,20260712,v1,0,0,0,0,1,0,0,0
P286:Q2798:Q276544->Q3838152@2019-11-01,P286:Q2798:Q276544->Q3838152,5107,Q2798,P286,2019-11-01,train,Q2798,20260712,v1,0,1,0,0,0,0,0,0
P286:Q2798:Q3838152->Q1615609@2021-12-07,P286:Q2798:Q3838152->Q1615609,5108,Q2798,P286,2021-12-07,train,Q2798,20260712,v1,0,0,0,0,1,0,0,0
P286:Q2798:Q1615609->Q547067@2022-06-07,P286:Q2798:Q1615609->Q547067,5109,Q2798,P286,2022-06-07,train,Q2798,20260712,v1,0,1,0,1,0,0,0,0
P286:Q2798:Q547067->Q1615609@2023-10-25,P286:Q2798:Q547067->Q1615609,5110,Q2798,P286,2023-10-25,train,Q2798,20260712,v1,0,0,0,0,0,0,1,0
P286:Q2798:Q1615609->Q102027@2024-04-22,P286:Q2798:Q1615609->Q102027,5111,Q2798,P286,2024-04-22,train,Q2798,20260712,v1,0,0,0,0,0,0,0,0
P286:Q48948:Q3337804->Q280300@2019-01-30,P286:Q48948:Q3337804->Q280300,5112,Q48948,P286,2019-01-30,train,Q48948,20260712,v1,0,1,0,1,0,0,0,0
P286:Q48948:Q6219624->Q280300@2021-01-04,P286:Q48948:Q6219624->Q280300,5113,Q48948,P286,2021-01-04,train,Q48948,20260712,v1,0,1,0,1,0,0,0,0
P286:Q48948:Q950196->Q130924250@2024-02-05,P286:Q48948:Q950196->Q130924250,5114,Q48948,P286,2024-02-05,train,Q48948,20260712,v1,0,1,0,1,0,1,0,1
P286:Q1475269:Q749251->Q359894@2023-05-16,P286:Q1475269:Q749251->Q359894,5115,Q1475269,P286,2023-05-16,validation,Q1475269,20260712,v1,0,1,0,0,0,0,0,0
P286:Q332664:Q376494->Q17198843@2021-01-26,P286:Q332664:Q376494->Q17198843,5116,Q332664,P286,2021-01-26,train,Q332664,20260712,v1,0,1,0,1,0,1,0,1
P286:Q332664:Q690923->Q280287@2022-03-14,P286:Q332664:Q690923->Q280287,5117,Q332664,P286,2022-03-14,train,Q332664,20260712,v1,0,1,0,1,0,0,0,0
P286:Q332664:Q280287->Q2371259@2022-12-13,P286:Q332664:Q280287->Q2371259,5118,Q332664,P286,2022-12-13,train,Q332664,20260712,v1,0,1,0,1,0,0,0,0
P286:Q332664:Q2371259->Q2242968@2023-09-16,P286:Q332664:Q2371259->Q2242968,5119,Q332664,P286,2023-09-16,train,Q332664,20260712,v1,0,1,0,1,0,1,0,0
P286:Q372599:Q6077849->Q378768@2019-07-01,P286:Q372599:Q6077849->Q378768,5120,Q372599,P286,2019-07-01,validation,Q372599,20260712,v1,0,0,0,0,0,0,0,0
P286:Q513840:Q378768->Q793007@2018-11-19,P286:Q513840:Q378768->Q793007,5121,Q513840,P286,2018-11-19,test,Q513840,20260712,v1,0,0,0,0,0,0,0,0
P286:Q513840:Q793007->Q507832@2020-02-13,P286:Q513840:Q793007->Q507832,5122,Q513840,P286,2020-02-13,test,Q513840,20260712,v1,0,0,1,0,0,0,0,0
P286:Q513840:Q507832->Q8080212@2020-09-14,P286:Q513840:Q507832->Q8080212,5123,Q513840,P286,2020-09-14,test,Q513840,20260712,v1,0,0,0,0,0,0,0,0
P286:Q513840:Q78498047->Q2832503@2023-01-17,P286:Q513840:Q78498047->Q2832503,5124,Q513840,P286,2023-01-17,test,Q513840,20260712,v1,0,0,0,0,0,0,0,0
P286:Q513840:Q2832503->Q6077849@2023-10-27,P286:Q513840:Q2832503->Q6077849,5125,Q513840,P286,2023-10-27,test,Q513840,20260712,v1,0,1,0,1,0,0,0,0
P286:Q166105:Q449642->Q2575239@2021-11-21,P286:Q166105:Q449642->Q2575239,5126,Q166105,P286,2021-11-21,train,Q166105,20260712,v1,0,0,0,0,1,0,1,0
P286:Q308683:Q449715->Q1008088@2021-11-24,P286:Q308683:Q449715->Q1008088,5127,Q308683,P286,2021-11-24,calibration,Q308683,20260712,v1,0,1,0,0,1,0,0,0
P286:Q308683:Q1008088->Q1362689@2023-05-08,P286:Q308683:Q1008088->Q1362689,5128,Q308683,P286,2023-05-08,calibration,Q308683,20260712,v1,0,0,0,0,0,0,0,0
P286:Q19518:Q128842->Q586555@2019-10-14,P286:Q19518:Q128842->Q586555,5129,Q19518,P286,2019-10-14,test,Q19518,20260712,v1,0,0,0,0,0,0,0,0
P286:Q19518:Q933813->Q746357@2021-06-23,P286:Q19518:Q933813->Q746357,5130,Q19518,P286,2021-06-23,test,Q19518,20260712,v1,0,0,0,0,0,0,0,0
P286:Q19518:Q746357->Q119505783@2023-07-01,P286:Q19518:Q746357->Q119505783,5131,Q19518,P286,2023-07-01,test,Q19518,20260712,v1,0,1,0,1,0,1,0,0
P286:Q19521:Q128898->Q3367394@2021-12-14,P286:Q19521:Q128898->Q3367394,5132,Q19521,P286,2021-12-14,calibration,Q19521,20260712,v1,0,0,0,0,1,0,1,0
P286:Q19521:Q3367394->Q732431@2022-07-01,P286:Q19521:Q3367394->Q732431,5133,Q19521,P286,2022-07-01,calibration,Q19521,20260712,v1,0,1,0,0,0,0,0,0
P286:Q19521:Q732431->Q2399059@2023-12-12,P286:Q19521:Q732431->Q2399059,5134,Q19521,P286,2023-12-12,calibration,Q19521,20260712,v1,0,0,0,0,0,0,0,0
P286:Q19963391:Q126001->Q4230689@2019-03-07,P286:Q19963391:Q126001->Q4230689,5135,Q19963391,P286,2019-03-07,train,Q19963391,20260712,v1,0,1,0,1,0,0,0,0
P286:Q19963391:Q4230689->Q2040719@2020-02-05,P286:Q19963391:Q4230689->Q2040719,5136,Q19963391,P286,2020-02-05,train,Q19963391,20260712,v1,0,1,0,0,0,0,0,0
P286:Q19963391:Q2040719->Q496233@2021-01-01,P286:Q19963391:Q2040719->Q496233,5137,Q19963391,P286,2021-01-01,train,Q19963391,20260712,v1,0,1,0,1,0,0,0,1
P286:Q206692:Q122350->Q21208993@2020-10-05,P286:Q206692:Q122350->Q21208993,5138,Q206692,P286,2020-10-05,train,Q206692,20260712,v1,0,1,0,1,0,0,0,0
P286:Q206692:Q21208993->Q517257@2021-07-01,P286:Q206692:Q21208993->Q517257,5139,Q206692,P286,2021-07-01,train,Q206692,20260712,v1,0,1,0,0,0,0,0,0
P286:Q206692:Q517257->Q66080@2022-07-01,P286:Q206692:Q517257->Q66080,5140,Q206692,P286,2022-07-01,train,Q206692,20260712,v1,0,1,0,1,0,0,0,0
P286:Q206692:Q4931102->Q10422577@2024-02-13,P286:Q206692:Q4931102->Q10422577,5141,Q206692,P286,2024-02-13,train,Q206692,20260712,v1,0,1,0,1,0,1,0,1
P286:Q221525:Q128824->Q1383750@2019-05-18,P286:Q221525:Q128824->Q1383750,5142,Q221525,P286,2019-05-18,train,Q221525,20260712,v1,0,1,0,1,0,0,0,0
P286:Q221525:Q1383750->Q128824@2020-10-13,P286:Q221525:Q1383750->Q128824,5143,Q221525,P286,2020-10-13,train,Q221525,20260712,v1,0,0,0,0,0,0,1,0
P286:Q221525:Q128824->Q353222@2022-06-16,P286:Q221525:Q128824->Q353222,5144,Q221525,P286,2022-06-16,train,Q221525,20260712,v1,0,0,0,0,0,0,0,0
P286:Q652516:Q126503->Q267797@2021-06-15,P286:Q652516:Q126503->Q267797,5145,Q652516,P286,2021-06-15,test,Q652516,20260712,v1,0,1,0,1,0,0,0,0
P286:Q754307:Q126001->Q23823145@2022-06-28,P286:Q754307:Q126001->Q23823145,5146,Q754307,P286,2022-06-28,calibration,Q754307,20260712,v1,0,1,0,0,0,0,0,0
P286:Q754307:Q23823145->Q6991448@2023-07-04,P286:Q754307:Q23823145->Q6991448,5147,Q754307,P286,2023-07-04,calibration,Q754307,20260712,v1,0,1,0,1,0,0,0,0
P286:Q271574:Q283997->Q7454244@2019-04-22,P286:Q271574:Q283997->Q7454244,5148,Q271574,P286,2019-04-22,train,Q271574,20260712,v1,0,1,0,1,0,0,0,0
P286:Q271574:Q704571->Q2722024@2022-06-15,P286:Q271574:Q704571->Q2722024,5149,Q271574,P286,2022-06-15,train,Q271574,20260712,v1,0,1,0,1,0,1,0,1
P286:Q271574:Q250859->Q2310536@2023-09-21,P286:Q271574:Q250859->Q2310536,5150,Q271574,P286,2023-09-21,train,Q271574,20260712,v1,0,1,0,0,0,1,0,0
P286:Q501245:Q65127311->Q1494098@2020-08-14,P286:Q501245:Q65127311->Q1494098,5151,Q501245,P286,2020-08-14,train,Q501245,20260712,v1,0,1,0,0,0,0,0,0
P286:Q501245:Q1494098->Q3804721@2022-06-09,P286:Q501245:Q1494098->Q3804721,5152,Q501245,P286,2022-06-09,train,Q501245,20260712,v1,0,1,0,1,0,0,0,0
P286:Q515516:Q291897->Q10556166@2022-01-01,P286:Q515516:Q291897->Q10556166,5153,Q515516,P286,2022-01-01,train,Q515516,20260712,v1,0,1,0,1,0,0,0,0
P286:Q8760:Q11929086->Q705601@2019-04-08,P286:Q8760:Q11929086->Q705601,5154,Q8760,P286,2019-04-08,calibration,Q8760,20260712,v1,0,0,0,0,0,0,1,0
P286:Q8760:Q977909->Q24090734@2021-01-12,P286:Q8760:Q977909->Q24090734,5155,Q8760,P286,2021-01-12,calibration,Q8760,20260712,v1,0,0,0,0,0,0,1,0
P286:Q8760:Q66752039->Q11705577@2022-10-12,P286:Q8760:Q66752039->Q11705577,5156,Q8760,P286,2022-10-12,calibration,Q8760,20260712,v1,0,0,0,0,0,0,0,0
P286:Q8760:Q11705577->Q24090734@2023-05-16,P286:Q8760:Q11705577->Q24090734,5157,Q8760,P286,2023-05-16,calibration,Q8760,20260712,v1,0,0,0,0,0,0,0,0
P286:Q141971:Q519675->Q347771@2018-07-01,P286:Q141971:Q519675->Q347771,5158,Q141971,P286,2018-07-01,test,Q141971,20260712,v1,0,1,0,0,0,0,0,0
P286:Q141971:Q347771->Q97601443@2023-11-15,P286:Q141971:Q347771->Q97601443,5159,Q141971,P286,2023-11-15,test,Q141971,20260712,v1,0,1,0,1,0,1,0,1
P286:Q16838020:Q956899->Q1133689@2019-04-15,P286:Q16838020:Q956899->Q1133689,5160,Q16838020,P286,2019-04-15,train,Q16838020,20260712,v1,0,1,0,1,0,0,0,0
P286:Q16838020:Q545682->Q1133689@2020-11-10,P286:Q16838020:Q545682->Q1133689,5161,Q16838020,P286,2020-11-10,train,Q16838020,20260712,v1,0,1,0,1,0,0,0,0
P286:Q16838020:Q239971->Q6710635@2022-06-13,P286:Q16838020:Q239971->Q6710635,5162,Q16838020,P286,2022-06-13,train,Q16838020,20260712,v1,0,0,0,1,0,0,0,0
P286:Q16838020:Q2578006->Q239971@2023-07-25,P286:Q16838020:Q2578006->Q239971,5163,Q16838020,P286,2023-07-25,train,Q16838020,20260712,v1,0,1,1,0,0,0,0,0
P286:Q39183:Q9176292->Q6149153@2021-05-10,P286:Q39183:Q9176292->Q6149153,5164,Q39183,P286,2021-05-10,calibration,Q39183,20260712,v1,0,0,0,0,0,0,0,0
P286:Q39183:Q6149153->Q929118@2022-11-01,P286:Q39183:Q6149153->Q929118,5165,Q39183,P286,2022-11-01,calibration,Q39183,20260712,v1,0,0,0,0,0,0,0,0
P286:Q39183:Q929118->Q3512631@2023-10-25,P286:Q39183:Q929118->Q3512631,5166,Q39183,P286,2023-10-25,calibration,Q39183,20260712,v1,0,0,0,0,0,0,0,0
P286:Q853043:Q43402137->Q2606664@2018-07-01,P286:Q853043:Q43402137->Q2606664,5167,Q853043,P286,2018-07-01,train,Q853043,20260712,v1,0,1,0,1,0,0,0,0
P286:Q853043:Q380173->Q372326@2020-02-04,P286:Q853043:Q380173->Q372326,5168,Q853043,P286,2020-02-04,train,Q853043,20260712,v1,0,1,0,1,0,0,0,0
P286:Q853043:Q372326->Q18719720@2020-10-18,P286:Q853043:Q372326->Q18719720,5169,Q853043,P286,2020-10-18,train,Q853043,20260712,v1,0,0,0,0,0,0,0,0
P286:Q853043:Q18719720->Q11705577@2021-07-02,P286:Q853043:Q18719720->Q11705577,5170,Q853043,P286,2021-07-02,train,Q853043,20260712,v1,0,0,0,0,0,0,0,0
P286:Q853043:Q11705577->Q9009354@2022-02-08,P286:Q853043:Q11705577->Q9009354,5171,Q853043,P286,2022-02-08,train,Q853043,20260712,v1,0,1,0,1,0,1,0,1
P286:Q853043:Q9009354->Q11686053@2022-10-05,P286:Q853043:Q9009354->Q11686053,5172,Q853043,P286,2022-10-05,train,Q853043,20260712,v1,0,1,0,0,0,0,0,0
P286:Q10319:Q145808->Q1704254@2021-07-01,P286:Q10319:Q145808->Q1704254,5173,Q10319,P286,2021-07-01,train,Q10319,20260712,v1,0,1,0,0,0,0,0,0
P286:Q10319:Q1704254->Q2740889@2023-04-04,P286:Q10319:Q1704254->Q2740889,5174,Q10319,P286,2023-04-04,train,Q10319,20260712,v1,0,1,0,0,0,0,0,0
P286:Q11938:Q151853->Q1356320@2019-12-16,P286:Q11938:Q151853->Q1356320,5175,Q11938,P286,2019-12-16,train,Q11938,20260712,v1,0,1,0,1,0,0,0,0
P286:Q11938:Q1356320->Q1424071@2020-07-01,P286:Q11938:Q1356320->Q1424071,5176,Q11938,P286,2020-07-01,train,Q11938,20260712,v1,0,1,0,0,0,0,1,0
P286:Q11938:Q1424071->Q45626@2022-07-01,P286:Q11938:Q1424071->Q45626,5177,Q11938,P286,2022-07-01,train,Q11938,20260712,v1,0,0,0,0,0,0,0,0
P286:Q11938:Q45626->Q439777@2023-05-24,P286:Q11938:Q45626->Q439777,5178,Q11938,P286,2023-05-24,train,Q11938,20260712,v1,0,0,0,0,0,0,0,0
P286:Q182876:Q129086->Q3310493@2022-10-11,P286:Q182876:Q129086->Q3310493,5179,Q182876,P286,2022-10-11,train,Q182876,20260712,v1,0,1,0,1,0,1,0,0
P286:Q19516:Q129023->Q2702339@2021-07-05,P286:Q19516:Q129023->Q2702339,5180,Q19516,P286,2021-07-05,train,Q19516,20260712,v1,0,0,0,0,0,0,0,0
P286:Q19516:Q2702339->Q10346582@2022-07-01,P286:Q19516:Q2702339->Q10346582,5181,Q19516,P286,2022-07-01,train,Q19516,20260712,v1,0,0,0,0,0,0,0,0
P286:Q391353:Q133975->Q5496875@2019-08-11,P286:Q391353:Q133975->Q5496875,5182,Q391353,P286,2019-08-11,train,Q391353,20260712,v1,0,1,0,0,0,0,0,0
P286:Q391353:Q5496875->Q710184@2021-08-27,P286:Q391353:Q5496875->Q710184,5183,Q391353,P286,2021-08-27,train,Q391353,20260712,v1,0,0,0,0,1,0,0,0
P286:Q48911:Q149933->Q25201554@2019-05-01,P286:Q48911:Q149933->Q25201554,5184,Q48911,P286,2019-05-01,calibration,Q48911,20260712,v1,0,0,0,0,0,0,0,0
